name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature1,screen_feature2,processor_name,processor_speed,no_cores,caches,graphics_card,rom_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹67,890",48,96 votes • 1 reviews,4.1,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"54 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹34,990",54,538 votes • 18 reviews,4.2,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 14.8 mmSlim,1.24 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,50 Wh BatteryGood,,,11th Gen Intel Core i5 1155G7,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹88,990",53,82 votes ,4.3,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"54 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Acer One 14 Z8-415 Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),"₹34,200",54,"5,912 votes • 22 reviews",4.2,OS: Windows 11,Utility: Everyday Use,Thickness: 21.6 mmThick,1.5 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"45.5 Wh, 2 Cell BatteryGood",Anti Glare,,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,‎Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 3 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),"₹46,990",60,80 votes ,4.6,OS: DOS,"Utility: Business, Everyday Use, Performance",Thickness: 19.9 mmAverage,1.37 kgLight,1 Year Warranty,14 inchesSmallest,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"45 Wh, 3 Cell BatteryGood",Anti Glare,,5th Gen AMD Ryzen 7 5800U,8 x 1.9 GHz (Turbo Speed upto 4.4 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","3 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Asus Vivobook Go 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹24,990",41,"1,328 votes • 12 reviews",4.1,OS: Windows 11,Utility: Performance,1.57 kgAverage,1 Year Warranty,,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"42 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,Intel Celeron N4020,2 x 1.1 GHz (Turbo Speed upto 2.8 GHz) Cores,"Dual Core, 2 Threads",4 MB Cache,Intel UHD Integrated Graphics,8 GB DDR4 RAMLargest,256 GB SSD,HDMI,"WiFi, Bluetooth v4.1","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹59,290",53,104 votes • 1 reviews,4.4,OS: Windows 11,Utility: Everyday Use,Thickness: 19.3 mmAverage,1.36 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"54 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB LPDDR5  RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 3530 IN3530NM1NN001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹63,290",50,90 votes ,4.4,OS: Windows 11,"Utility: Everyday Use, Business, Performance",1.9 kgHeavy,1 Year Warranty,,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0","Backlit Keyboard, Inbuilt Microphone"
MSI Creator Z17 HX Studio A13V Laptop,"₹2,47,999",90,84 votes ,4.5,OS: Windows 11,Utility: Performance,Thickness: 19 mmAverage,2.49 kgHeavy,3 Year Warranty,17 inchesLarge,2560 x 1600 pixelsAverage,~ 178 PPILow,"90 Wh, 3 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
MSI Stealth 16 Mercedes AMG Motorsport A13V Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,92,990",92,94 votes ,4.2,OS: Windows 11,Utility: Performance,Thickness: 19.95 mmAverage,1.88 kgAverage,2 Year Warranty,16 inchesAverage,3840 x 2400 pixelsBest,~ 283 PPIHighest,"99.9 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),"₹47,990",59,129 votes • 2 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.88 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIHigh,"45 Wh, 3 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon AMD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.3","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹94,490",63,100 votes ,4.1,OS: Windows 11,Utility: Everyday Use,Thickness: 18.99 mmAverage,2.11 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsAverage,~ 142 PPIAverage,"86 Wh, 6 Cell BatteryGood",Touch Screen,Anti Glare,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB LPDDR5 RAMSmallest,512 GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹62,842",61,95 votes ,4.2,OS: Windows 11,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹65,899",57,90 votes ,4.4,OS: Windows 11,Utility: Performance,3 Year Warranty,,,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"45 Wh, 3 Cell BatteryGood",Anti Glare,,11th Gen Intel Core i5 1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 5630 2023 Laptop (13th Gen Core i5 1335U/ 16GB/ 512GB SSD/ Win11),"₹79,990",63,80 votes ,4.3,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 18.2 mmAverage,1.85 kgAverage,1 Year Warranty,16 inchesLarge,2560 x 1600 pixelsGood,~ 141 PPIAverage,"54 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,512 GB SSD,"HDMI, Display Port, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹56,900",61,106 votes ,4.2,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.65 kgLight,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"45 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,11th Gen Intel Core i7 1165G7,4 x 1.2 GHz (Turbo Speed upto 4.7 GHz) Cores,"Quad Core, 8 Threads",12 MB Cache,Integrated Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),"₹45,900",52,81 votes ,4.6,OS: Windows 11,"Utility: Everyday Use, Business, Performance, Gaming",1 Year Warranty,,,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"38 Wh, 2 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹45,990",52,113 votes ,4.6,OS: Windows 11,"Utility: Everyday Use, Business",1 Year Warranty,,,14 inchesSmallest,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"38 Wh, 2 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹32,490",50,114 votes ,4.3,OS: Windows 11,"Utility: Everyday Use, Business",1 Year Warranty,,,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"38 Wh, 2 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i3 1215U ,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Lenovo V15 G3 ‎‎82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹27,499",55,218 votes ,4.1,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.74 kgHeavy,1 Year Warranty,15.6 inchesLargest,1920 x 1080 pixelsAverage,~ 147 PPIHigh,38 Wh BatteryGood,Anti Glare,,7th Gen AMD Ryzen 3 7320U,4 x 2.4 GHz (Turbo Speed upto 4.1 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon Graphics Graphics,8 GB DDR4 RAMLargest,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹55,999",65,97 votes ,4.3,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.46 kgHeavy,1 Year Warranty,16.1 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,"70 Wh, 4 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),"₹27,490",44,"3,730 votes • 1 reviews",4.1,OS: Windows 11,Utility: Performance,1.69 kgAverage,1 Year Warranty,,15.6 inchesAverage,1366 x 768 pixelsBad,~ 101 PPILow,"41 Wh, 3 Cell BatteryGood",,,3rd Gen AMD Athlon 3050U,2 x 2.3 GHz (Turbo Speed upto 3.2 GHz) Cores,"Dual Core, 2 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB DDR4 RAMLargest,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹57,990",51,83 votes ,4.1,OS: Windows 11,"Utility: Everyday Use, Business, Performance",1.62 kgLight,1 Year Warranty,,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell 2023 ‎G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,66,490",78,65 votes ,4.3,OS: Windows 11,Utility: Gaming,Thickness: 22.3 mmThick,2.87 kgHeavy,1 Year Warranty,16 inchesAverage,2560 x 1600 pixelsAverage,~ 141 PPILow,6 Cell Battery,Anti Glare,,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9 GHz) Performance Cores8 x (Turbo Speed upto 3.6 GHz) Efficient Cores,14 Cores (6P + 8E),24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell ‎G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,39,990",74,102 votes ,4.1,OS: Windows 11,Utility: Gaming,Thickness: 22.3 mmThick,2.87 kgHeaviest,1 Year Warranty,16 inchesAverage,2560 x 1600 pixelsAverage,~ 141 PPILow,6 Cell Battery,Anti Glare,,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9 GHz) Performance Cores8 x (Turbo Speed upto 3.6 GHz) Efficient Cores,14 Cores (6P + 8E),24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹99,950",59,112 votes ,4.7,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1920 x 1200 pixelsAverage,~ 162 PPIAverage,"54 Wh, 3 Cell BatteryGood",Touch Screen,Anti Glare,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMLargest,512 GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP Omen 17-cm2003TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,56,990",79,99 votes ,4.7,OS: Windows 11,Utility: Performance,Thickness: 27 mmThick,2.78 kgHeavy,1 Year Warranty,17.3 inchesLargest,2560 x 1440 pixelsAverage,~ 182 PPIAverage,"83 Wh, 6 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i7 13700HX ,8 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI, Display Port, Multi Card Reader","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Stealth 17 Studio A13VG-024IN Gaming Laptop (13th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),"₹2,10,990",84,70 votes ,4.5,OS: Windows 11,Utility: Performance,Thickness: 20.1 mmThick,2.8 kgHeavy,2 Year Warranty,17.3 inchesLarge,2560 x 1440 pixelsPoor,~ 170 PPILow,"99 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32 GB DDR5 RAMLargest,2 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹80,490",56,106 votes ,4.4,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1920 x 1200 pixelsGood,~ 162 PPIHigh,"54 Wh, 3 Cell BatteryGood",Touch Screen,Anti Glare,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),"₹27,390",44,123 votes ,4.5,OS: Windows 11,Utility: Everyday Use,Thickness: 17 mmSlim,1.41 kgLight,1 Year Warranty,14 inchesAverage,1366 x 768 pixelsBad,~ 112 PPIAverage,3 Cell Battery,Anti Glare,16:9 Aspect Ratio,Intel Pentium Silver N6000,4 x 1.1 GHz (Turbo Speed upto 3.3 GHz) Cores,"Quad Core, 4 Threads",4 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4  RAMLargest,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v4.2","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,990",52,106 votes • 2 reviews,4.2,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 21 mmThick,1.65 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",,,13th Gen Intel Core i3 1305U,1 x (Turbo Speed upto 4.5 GHz) Performance Cores4 x (Turbo Speed upto 3.3 GHz) Efficient Cores,"5 Cores (1P + 4E), 6 Threads",10 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹1,72,990",77,70 votes ,4.7,OS: Windows 11,Utility: Gaming,1 Year Warranty,,,16 inchesAverage,2560 x 1600 pixelsAverage,~ 184 PPIAverage,3 Cell Battery,Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹67,890",48,171 votes • 1 reviews,3.9,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"54 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
